cap,city,description,details,price,title,url
 1207, Genève,", Genève - Situation prestigieuse face au Jet d'eau","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5 ', ' Codice immobile ': ' 4510656 ', ' Numero oggetto ': ' ..d37b4a30-6d7b-4462-9586-0e91c67db298 '}", 4'800'000.– ,Appartamento 5 Locali,
 1223, Cologny,", Cologny - Villa avec vue lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 9 ', ' Codice immobile ': ' 4511862 ', ' Numero oggetto ': ' ..4f014b97-902a-4c20-9084-a8f677fd6c20 '}", 9'800'000.– ,Casa monofamiliare 9 Locali,
 1234, Vessy,", Vessy - Pour rendement : Bel appartement loué au coeur de Vessy","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 108 m', ' Locali ': ' 4 ', ' Codice immobile ': ' 4773251 ', ' Numero oggetto ': ' ..970720d0-8808-4188-8425-03867f5e536d '}", 1'540'000.– ,Appartamento 4 Locali,
 1216, Cointrin,", Cointrin - Maison individuelle proche des organisations internationales","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 280 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4503489 ', ' Numero oggetto ': ' ..e7444d50-8794-49bf-942c-c3e6593e4f56 '}", 3'800'000.– ,Casa monofamiliare 8 Locali,
 1201, Genève,", Genève - Superbe attique de standing à deux pas du lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 150 m', ' Locali ': ' 4 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 2014 ', ' Codice immobile ': ' 4187486 ', ' Numero oggetto ': ' ..cbf5c2c2-84bc-4113-b61c-4a16cc49e93d '}", 2'990'000.– ,Appartamento 4 Locali,
 1208, Genève,", Genève - FLORISSANT-MALAGNOU - Superbe appartement au centre-ville avec terr...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 192 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4513154 ', ' Numero oggetto ': ' ..bf38f0ac-01c8-4584-ad62-5668558345c9 '}", 3'400'000.– ,Appartamento 8 Locali,
 1206, Genève,", Genève - #2995032 / Eigentumswohnung / CH-1206 Genève / CHF 5'800'000.-","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 6.5 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 2008 ', ' Codice immobile ': ' 4208731 ', ' Numero oggetto ': ' ..b8914a27-bf0d-445a-8a43-6808567f65a8 '}", 5'800'000.– ,Appartamento 6.5 Locali,
" Chemin de Conches,", 1231,", Conches - Luxueux attique au coeur d'un parc","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 179 m', ' Locali ': ' 4 ', ' Anno di costruzione ': ' 1986 ', ' Ultima ristrutturazione ': ' 2007 ', ' Codice immobile ': ' 4778044 ', ' Numero oggetto ': ' ..88eeb0a5-1c51-4ba7-b115-91d4308effa2 '}", 3'800'000.– ,Appartamento 4 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - Alleinstehendes Haus zum/zur Verkaufen in Rive gauche in Chêne-Boug...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 7 ', ' Anno di costruzione ': ' 1960 ', ' Codice immobile ': ' 4777979 ', ' Numero oggetto ': ' ..dcc3f568-db89-4fb2-855b-958541c536a8 '}", 2'900'000.– ,Casa monofamiliare 7 Locali,
" Rue de Chantepoulet,", 1201,", Genève - *** Reduzierter Preis *** Stilvolle Villa mit spektakulärem Alpenbl...","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 450 m', ' Locali ': ' 10 ', ' Codice immobile ': ' 4207646 ', ' Numero oggetto ': ' ..d7a2c86f-d0a8-4c4e-b8c1-347a66ddcfc5 '}", 9'000'000.– ,Villa 10 Locali,
 1208, Genève,", Genève - Eaux Vives : Spacieux appartement de 172m2, superbe vue lac et Jura","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 172 m', ' Locali ': ' 6 ', ' Piano ': ' Più alto di 8° piano ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4235265 ', ' Numero oggetto ': ' ..5e335fc5-0a83-4046-8693-ce157c7357c9 '}", 2'510'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Superbe propriété située au coeur de Cologny","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 350 m', ' Locali ': ' 9 ', ' Anno di costruzione ': ' 1940 ', ' Ultima ristrutturazione ': ' 2004 ', ' Codice immobile ': ' 4253770 ', ' Numero oggetto ': ' ..098b8e91-39d2-45c7-9a07-22d9d07ce15f '}", 9'900'000.– ,Casa monofamiliare 9 Locali,
 1223, Cologny,", Cologny - Propriété d'exception avec vue panoramique","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 2000 m', ' Locali ': ' 30 ', ' Codice immobile ': ' 4216431 ', ' Numero oggetto ': ' ..9681067d-fa10-4e65-b32f-9e65ec8ca031 '}", su richiesta ,Casa monofamiliare 30 Locali,
 1223, Cologny,", Cologny - Bel appartement offrant un plateau de 380 m², face au lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 644 m', ' Locali ': ' 11 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 2022 ', ' Condizioni ': ' Nuova costruzione ', ' Codice immobile ': ' 4491732 ', ' Numero oggetto ': ' ..12b71d62-7550-4105-9685-49a9a3b0c7f5 '}", su richiesta ,Appartamento 11 Locali,
" Chemin de la Colombe 34,", 1231,", Conches - Dans un hameau très prisé proche de la ville","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 500 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4256992 ', ' Numero oggetto ': ' ..262b156c-c264-4c39-a7a6-7adce02d0b57 '}", su richiesta ,Casa monofamiliare 8 Locali,
" Rue de la Confédération 15,", 1204,", Genève - RIVE DROITE, MAGNIFIQUE APPARTEMENT A 5 MINUTES DU CENTRE.","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 330 m', ' Locali ': ' 8 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1984 ', ' Ultima ristrutturazione ': ' 2000 ', ' Codice immobile ': ' 3707604 ', ' Numero oggetto ': ' ..fd7bf73d-bd62-4e8b-9e13-9e0878ee8f4f '}", su richiesta ,Appartamento 8 Locali,
 1231, Conches,", Conches - Magnifique appartement en duplex situé dans un écrin de verdure ave...","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 198 m', ' Locali ': ' 8 ', ' Anno di costruzione ': ' 1987 ', ' Ultima ristrutturazione ': ' 2016 ', ' Codice immobile ': ' 4508933 ', ' Numero oggetto ': ' ..be962d21-5c85-43cd-9cff-69ae096d75a5 '}", 3'800'000.– ,Appartamento 8 Locali,
 1218, Le Grand-Saconnex,", Le Grand-Saconnex - Grande villa - Le Grand-Saconnex","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 8 ', ' Codice immobile ': ' 4513128 ', ' Numero oggetto ': ' ..a761096c-5c5a-4186-8783-8289b528eb98 '}", 3'490'000.– ,Casa monofamiliare 8 Locali,
 1206, Genève,", Genève - Superbe appartement avec grande terrasse et jardin","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 226 m', ' Locali ': ' 8 ', ' Piano ': ' 1° piano ', ' Anno di costruzione ': ' 1970 ', ' Codice immobile ': ' 4513169 ', ' Numero oggetto ': ' ..3d90ae1b-acd7-41f4-aef9-033aa795370b '}", 3'400'000.– ,Appartamento 8 Locali,
 1206, Genève,", Genève - Unique ! Superbe villa avec piscine en plein coeur de la ville","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 400 m', ' Locali ': ' 10 ', ' Piani della casa ': ' 3 ', ' Codice immobile ': ' 3497619 ', ' Numero oggetto ': ' ..840a8ed0-1aa0-4c22-9910-c6ec99e09cf7 '}", su richiesta ,Casa monofamiliare 10 Locali,
 1219, Le Lignon,", Le Lignon - Traversant, lumineux, calme et verdoyant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 86 m', ' Locali ': ' 4 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1967 ', ' Ultima ristrutturazione ': ' 2021 ', ' Codice immobile ': ' 4770540 ', ' Numero oggetto ': ' ..a0c806e1-e0e2-4ca9-9b56-ead6838ee932 '}", 850'000.– ,Appartamento 4 Locali,
 1208, Genève,", Genève - 6P d'esprit contemporain proche Ecole Internationale","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 146 m', ' Locali ': ' 6 ', ' Piano ': ' 6° piano ', ' Anno di costruzione ': ' 1985 ', ' Ultima ristrutturazione ': ' 2019 ', ' Codice immobile ': ' 4268419 ', ' Numero oggetto ': ' ..c9c2f930-9f2d-404c-b860-0d626420d90b '}", 2'410'000.– ,Appartamento 6 Locali,
 1206, Genève,", Genève - Vaste TOWNHOUSE de 9 pièces au coeur du quartier de Champel","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 400 m', ' Locali ': ' 9 ', ' Anno di costruzione ': ' 1981 ', ' Ultima ristrutturazione ': ' 2006 ', ' Codice immobile ': ' 3510871 ', ' Numero oggetto ': ' ..bc160f33-f424-443e-865b-2713f60d8c21 '}", 6'500'000.– ,Appartamento 9 Locali,
 1209, Genève,", Genève - Attique avec vue imprenable","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 219 m', ' Locali ': ' 8 ', ' Piano ': ' 7° piano ', ' Piani della casa ': ' 7 ', ' Anno di costruzione ': ' 1989 ', ' Codice immobile ': ' 4779919 ', ' Numero oggetto ': ' ..1ab76643-95c5-4966-a59f-65498a6c1315 '}", 3'450'000.– ,Attico 8 Locali,
 1223, Cologny,", Cologny - Appartement de 425 m2 en duplex avec vue panoramique sur le lac Lém...","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 425 m', ' Locali ': ' 10 ', ' Codice immobile ': ' 3538586 ', ' Numero oggetto ': ' ..7bcf5e70-6a4c-4873-b70f-e170eefe8ca2 '}", su richiesta ,Appartamento su due piani 10 Locali,
 1227, Carouge GE,", Carouge GE - Remodelée par un architecte contemporain","{' Tipo di oggetto ': ' Villetta a schiera ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 215 m', ' Locali ': ' 7 ', ' Anno di costruzione ': ' 1945 ', ' Ultima ristrutturazione ': ' 2012 ', ' Codice immobile ': ' 4344528 ', ' Numero oggetto ': ' ..2791e71a-b9ee-48f4-958f-9f0d52560945 '}", 3'750'000.– ,Villetta a schiera 7 Locali,
 1223, Cologny,", Cologny - Spacieuse propriété de 380 m2 avec vue lac - Cologny","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 388 m', ' Locali ': ' 10 ', ' Codice immobile ': ' 4783159 ', ' Numero oggetto ': ' ..9f61af2b-4876-4bde-a04d-9d5db9f04fdc '}", su richiesta ,Casa monofamiliare 10 Locali,
 1223, Cologny,", Cologny - Villa d'architecte avec vue lac","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 700 m', ' Locali ': ' 11 ', ' Anno di costruzione ': ' 1985 ', ' Ultima ristrutturazione ': ' 2007 ', ' Codice immobile ': ' 3499102 ', ' Numero oggetto ': ' ..4a313424-c706-42b8-8f8b-0f7a4298c86a '}", su richiesta ,Villa 11 Locali,
" Route de Florissant,", 1206,", Genève - GENEVE - BEL APPARTEMENT - 6.0 PIECES","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 145 m', ' Locali ': ' 6 ', ' Piano ': ' 3° piano ', ' Ultima ristrutturazione ': ' 2002 ', ' Codice immobile ': ' 3540892 ', ' Numero oggetto ': ' ..3a583be4-0d59-4e38-82b7-44ddb540c906 '}", 2'330'000.– ,Appartamento 6 Locali,
 1201, Genève,", Genève - Splendide appartement situé dans un immeuble prestigieux avec vue Lac","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 364 m', ' Locali ': ' 7 ', ' Codice immobile ': ' 3753128 ', ' Numero oggetto ': ' ..2f29ce76-1667-4294-acbe-bc16ad76402a '}", su richiesta ,Appartamento 7 Locali,
 1206, Genève,", Genève - Superbe appartement rénové au coeur de Champel","{' Tipo di oggetto ': ' Mansarda ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 157 m', ' Locali ': ' 4 ', ' Piano ': ' 5° piano ', ' Piani della casa ': ' 6 ', ' Anno di costruzione ': ' 1900 ', ' Ultima ristrutturazione ': ' 2011 ', ' Codice immobile ': ' 3796124 ', ' Numero oggetto ': ' ..c8231d87-ddcc-4266-b621-8facfd8fa6bf '}", 2'350'000.– ,Mansarda 4 Locali,
 1223, Cologny,", Cologny - COLOGNY - Villa contemporaine avec vue lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 8 ', ' Codice immobile ': ' 4869333 ', ' Numero oggetto ': ' ..091c6a40-c259-43c7-93e0-91ba5ab60a59 '}", su richiesta ,Casa monofamiliare 8 Locali,
 1219, Aïre,", Aïre - Appartement 5 pièces 109m2, Le Lignon","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 109 m', ' Locali ': ' 5 ', ' Codice immobile ': ' 3497696 ', ' Numero oggetto ': ' ..7a02fb6a-ce0c-4e8b-8826-3a57c045fa17 '}", 915'000.– ,Appartamento 5 Locali,
 1207, Genève,", Genève - Luxueux appartement sur les quais avec terrasse - jardin de 80 m2.","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 227 m', ' Locali ': ' 6 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 2 ', ' Codice immobile ': ' 4510329 ', ' Numero oggetto ': ' ..f93f7c3e-0cb9-48dc-a8d7-b015f36cd70f '}", su richiesta ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - Très bel appartement duplex dans une résidence sécurisée","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 425 m', ' Locali ': ' 10 ', ' Codice immobile ': ' 4511861 ', ' Numero oggetto ': ' ..37679d54-4604-4b32-9f2d-99d55e521f02 '}", 9'800'000.– ,Appartamento 10 Locali,
 1208, Genève,", Genève - Cachet et Hauts plafonds au coeur de la ville","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 280 m', ' Locali ': ' 7.5 ', ' Piano ': ' 5° piano ', ' Anno di costruzione ': ' 1935 ', ' Ultima ristrutturazione ': ' 1998 ', ' Codice immobile ': ' 3574273 ', ' Numero oggetto ': ' ..b30e00cd-9ee0-4162-84e0-5924cc156d21 '}", 5'590'000.– ,Appartamento 7.5 Locali,
 1203, Genève,", Genève - GENEVE - Magnifique appartement en attique avec mezzanine","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 1982 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1900 ', ' Codice immobile ': ' 4869425 ', ' Numero oggetto ': ' ..7a2ab361-1e5a-471e-95dc-e11a37fe9865 '}", 2'280'000.– ,Appartamento 6 Locali,
 1223, Cologny,", Cologny - COLOGNY - Magnifique villa contemporaine avec vue lac","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 450 m', ' Locali ': ' 10 ', ' Anno di costruzione ': ' 2012 ', ' Codice immobile ': ' 4869336 ', ' Numero oggetto ': ' ..51842d5f-37e2-4209-8531-be9aaddbeb33 '}", 16'500'000.– ,Casa monofamiliare 10 Locali,
 1208, Genève,", Genève - Exclusivité !!! 5 pièces traversant","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 120 m', ' Locali ': ' 5 ', ' Piano ': ' 1° piano ', ' Codice immobile ': ' 4869480 ', ' Numero oggetto ': ' ..760ca1fb-7b54-456c-ae9d-98be6c10027c '}", 2'099'000.– ,Appartamento 5 Locali,
 1224, Chêne-Bougeries,", Chêne-Bougeries - CHENE-BOUGERIES - Magnifique villa individuelle avec piscine intéri...","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 200 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 2010 ', ' Codice immobile ': ' 4339341 ', ' Numero oggetto ': ' ..0202bcbd-e560-4a97-8f53-cf310c4177be '}", 3'100'000.– ,Casa monofamiliare 6 Locali,
" Quai Gustave-Ador,", 1207,", Genève - QUAI GUSTAVE-ADOR : ONE OF A KIND","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' Da subito ', ' Superficie abitabile ': ' 230 m', ' Locali ': ' 6 ', ' Ultima ristrutturazione ': ' 2015 ', ' Codice immobile ': ' 3430437 ', ' Numero oggetto ': ' Ge20-711-01..2679450 '}", 5'890'000.– ,Appartamento 6 Locali,
 1203, Genève,", Genève - GENEVE - Magnifique appartement en attique avec terrasse sur le toit","{' Tipo di oggetto ': ' Attico ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 160 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 1920 ', ' Codice immobile ': ' 4869427 ', ' Numero oggetto ': ' ..393e47b1-cb16-46b7-b650-acfb53eab80f '}", 2'350'000.– ,Attico 6 Locali,
 1223, Cologny,", Cologny - APPARTEMENT 4 pièces 78 m2 PPE et loggia 7 m2","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 78 m', ' Locali ': ' 4 ', ' Piano ': ' 3° piano ', ' Anno di costruzione ': ' 1993 ', ' Codice immobile ': ' 4870255 ', ' Numero oggetto ': ' ..b062eeb2-1dc8-4116-90df-2d1717aaf64c '}", 1'350'000.– ,Appartamento 4 Locali,
" Allée Pic-Pic 2,", 1203,", Genève - A Vendre exceptionnel LOFT/Duplex de 320m2 aux Charmilles","{' Tipo di oggetto ': ' Appartamento su due piani ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 320 m', ' Locali ': ' 7 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 1 ', ' Anno di costruzione ': ' 1910 ', ' Ultima ristrutturazione ': ' 2014 ', ' Codice immobile ': ' 3783689 ', ' Numero oggetto ': ' ..b4768fbe-928e-4f9b-a1a9-1a02de4f38f1 '}", 4'350'000.– ,Appartamento su due piani 7 Locali,
" Route Antoine-Martin 43,", 1255,", Veyrier - Villas à vendre sur plans à Veyrier","{' Tipo di oggetto ': ' Villetta a schiera, Casa angolare ', ' Disponibilità ': ' 01.10.2022 ', ' Superficie abitabile ': ' 190 m', ' Locali ': ' 7 ', ' Piani della casa ': ' 4 ', ' Anno di costruzione ': ' 2022 ', ' Codice immobile ': ' 4449283 '}", 2'090'000.– ,Villetta a schiera 7 Locali,
" Rue de Chêne-Bougeries,", 1224,", Chêne-Bougeries - Villa d'architecte","{' Tipo di oggetto ': ' Villa ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 250 m', ' Locali ': ' 6 ', ' Anno di costruzione ': ' 2010 ', ' Codice immobile ': ' 4740171 ', ' Numero oggetto ': ' ..a71993e7-31bd-4293-a4bd-7ca1768946a9 '}", 3'100'000.– ,Villa 6 Locali,
 1206, Genève,", Genève - Agréable appartement traversant de 3,5 pièces","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 80 m', ' Locali ': ' 3.5 ', ' Piano ': ' 6° piano ', ' Codice immobile ': ' 4748897 ', ' Numero oggetto ': ' ..9660befd-c852-46fc-aea8-e5ef120d704a '}", 1'290'000.– ,Appartamento 3.5 Locali,
" Quai Gustave-Ador,", 1207,", Genève - APPARTEMENT DE GRAND STANDING","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Locali ': ' 5.5 ', ' Piano ': ' 6° piano ', ' Piani della casa ': ' 5 ', ' Codice immobile ': ' 3768929 ', ' Numero oggetto ': ' ..6b36cabe-c9a0-4626-8464-ded9ebc81fed '}", 6'000'000.– ,Appartamento 5.5 Locali,
 1223, Cologny,", Cologny - Appartement avec superbe vue dans résidence avec piscine","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 144 m', ' Locali ': ' 5 ', ' Piano ': ' Piano terra ', ' Piani della casa ': ' 3 ', ' Anno di costruzione ': ' 1981 ', ' Codice immobile ': ' 3796972 ', ' Numero oggetto ': ' ..6dee5d23-9b6e-471e-ab64-e6731b770906 '}", 3'900'000.– ,Appartamento 5 Locali,
" Rue Chaponnière 14,", 1201,", Genève - Prestigieux appartement de 7 pièces, avec terrasse de 82 m2!","{' Tipo di oggetto ': ' Appartamento ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 317 m', ' Locali ': ' 7 ', ' Piano ': ' 2° piano ', ' Piani della casa ': ' 15 ', ' Anno di costruzione ': ' 1984 ', ' Ultima ristrutturazione ': ' 2000 ', ' Codice immobile ': ' 3738726 ', ' Numero oggetto ': ' ..6ef47027-0bfa-46c3-b283-e001e2052320 '}", 4'700'000.– ,Appartamento 7 Locali,
 1223, Cologny,", Cologny - Villa de charme à Cologny","{' Tipo di oggetto ': ' Casa monofamiliare ', ' Disponibilità ': ' da concordare ', ' Superficie abitabile ': ' 300 m', ' Locali ': ' 8 ', ' Codice immobile ': ' 4267161 ', ' Numero oggetto ': ' ..7038ba04-9003-46d9-98eb-73dbbc6c9a5d '}", 7'000'000.– ,Casa monofamiliare 8 Locali,
